Roll No,Gender,District,Rank,Apt_BAR,p1,p2,QuotaGroup,QuotaType,phaseNo,valid,amount,admitted,year
8282,Female,Dhanusha,2764,1,2,12,Open,Female Quota,1,1,2000,0,2079
6980,Female,Dhanusha,2717,,4,2,Open,Female Quota,1,1,2500,0,2079
6111,Female,Dhanusha,1173,1,3,,Open,Female Quota,1,1,1000,0,2079
1347,Female,Dhanusha,4711,1,4,,Open,Female Quota,1,1,1000,0,2079
390,Female,Dhanusha,3217,1,3,9,Reserverd Quota,,1,0,1500,0,2079
473,Female,Dhanusha,2881,1,3,4,Open,Female Quota,1,1,1500,0,2079
3658,Female,Dhanusha,2769,1,1,2,Open,Female Quota,1,1,2500,0,2079
6477,Female,Dhanusha,5696,,2,,Open,Female Quota,1,1,500,0,2079
5152,Female,Dhanusha,4139,,12,8,Open,Female Quota,2,1,1000,0,2079
186,Female,Dhanusha,5213,1,3,4,Open,Female Quota,2,1,1000,0,2079
473,Female,Dhanusha,2881,1,4,3,Open,Female Quota,2,1,1000,0,2079
8282,Female,Dhanusha,2764,1,2,,Open,Female Quota,2,1,500,0,2079
8282,Female,Dhanusha,2764,1,2,,Open,Female Quota,3,1,500,0,2079
5461,Female,Dhanusha,3741,,2,,Open,Female Quota,4,1,500,0,2079
1520,Female,Dhanusha,5677,,2,,Open,Female Quota,4,1,500,0,2079
251,Male,Dhanusha,127,,1,2,Open,Open,1,1,1000,1,2079
3921,Male,Dhanusha,1916,,1,11,Reserverd Quota,,1,0,1000,0,2079
41,Male,Dhanusha,1260,,7,11,Reserverd Quota,Madheshi,1,1,1500,1,2079
855,Male,Dhanusha,32,,1,,Open,Open,1,1,500,1,2079
1403,Male,Dhanusha,438,,2,9,Open,Open,1,1,1000,1,2079
3556,Male,Dhanusha,166,,12,,Open,Open,1,1,500,1,2079
1525,Male,Dhanusha,1322,,11,12,Open,Open,1,1,1000,0,2079
1525,Male,Dhanusha,1322,,11,,Reserverd Quota,,1,0,500,0,2079
8,Male,Dhanusha,1301,,6,,Open,Open,1,1,500,1,2079
1953,Male,Dhanusha,3718,,11,1,Reserverd Quota,,1,0,1500,0,2079
1119,Male,Dhanusha,53,,5,6,Open,Open,1,1,1000,1,2079
7884,Male,Dhanusha,1648,,28,,Open,Open,1,1,500,0,2079
234,Male,Dhanusha,239,,1,5,Open,Open,1,1,1500,1,2079
7905,Male,Dhanusha,1874,1,3,4,Open,Open,1,1,1500,0,2079
233,Male,Dhanusha,234,,11,12,Open,Open,1,1,1000,0,2079
2700,Male,Dhanusha,159,,1,2,Open,Open,1,1,1000,1,2079
2736,Male,Dhanusha,217,,12,1,Open,Open,1,1,1500,1,2079
1490,Male,Dhanusha,538,1,2,3,Open,Open,1,1,3000,1,2079
61,Male,Dhanusha,1037,,6,8,Open,Open,1,1,2000,1,2079
61,Male,Dhanusha,1037,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2079
452,Male,Dhanusha,2308,,28,,Open,Open,1,1,500,0,2079
7392,Male,Dhanusha,156,,1,11,Open,Open,1,1,1000,1,2079
363,Male,Dhanusha,579,,2,8,Open,Open,1,1,2500,1,2079
479,Male,Dhanusha,765,,2,,Open,Open,1,1,500,0,2079
2165,Male,Dhanusha,3572,,12,,Open,Open,1,1,500,0,2079
190,Male,Dhanusha,4,,1,,Open,Open,1,1,500,1,2079
7185,Male,Dhanusha,913,,5,,Open,Open,1,1,500,0,2079
9382,Male,Dhanusha,585,,2,5,Open,Open,1,1,1500,0,2079
2688,Male,Dhanusha,3076,1,1,11,Reserverd Quota,Madheshi,1,1,3000,1,2079
2062,Male,Dhanusha,1905,,6,12,Open,Open,1,1,1500,1,2079
440,Male,Dhanusha,3833,,29,,Open,Open,1,1,500,0,2079
9184,Male,Dhanusha,2516,,7,9,Reserverd Quota,,1,0,1000,0,2079
3435,Male,Dhanusha,6707,,2,10,Open,Open,1,1,1000,0,2079
8542,Male,Dhanusha,1482,,1,5,Reserverd Quota,,1,0,1000,0,2079
4661,Male,Dhanusha,2703,,29,30,Open,Open,1,1,1000,1,2079
597,Male,Dhanusha,247,,12,1,Open,Open,1,1,1500,0,2079
1664,Male,Dhanusha,669,,1,11,Open,Open,1,1,1000,0,2079
2962,Male,Dhanusha,1315,,29,,Open,Open,1,1,500,0,2079
3985,Male,Dhanusha,1451,,12,,Open,Open,1,1,500,0,2079
652,Male,Dhanusha,3562,1,4,,Open,Open,1,1,1000,0,2079
138,Male,Dhanusha,3790,,1,,Reserverd Quota,,1,0,500,0,2079
3479,Male,Dhanusha,1194,,6,,Open,Open,1,1,500,1,2079
7372,Male,Dhanusha,6169,,12,,Government Sponsored,Government Sponsored Quota,1,0,500,0,2079
7409,Male,Dhanusha,5407,,8,,Government Sponsored,Government Sponsored Quota,1,0,500,0,2079
7914,Male,Dhanusha,4050,,28,,Open,Open,1,1,500,0,2079
2188,Male,Dhanusha,1164,,8,,Open,Open,1,1,500,0,2079
5117,Male,Dhanusha,1560,,8,,Open,Open,1,1,500,1,2079
3479,Male,Dhanusha,1194,,5,,Open,Open,2,1,500,1,2079
4661,Male,Dhanusha,2703,,29,6,Open,Open,2,1,1000,1,2079
7212,Male,Dhanusha,4218,,10,28,Open,Open,2,1,1000,0,2079
3270,Male,Dhanusha,2872,,6,28,Open,Open,2,1,1000,0,2079
5465,Male,Dhanusha,2402,,6,,Open,Open,2,1,500,0,2079
396,Male,Dhanusha,2145,,6,,Open,Open,2,1,500,0,2079
7884,Male,Dhanusha,1648,,2,,Open,Open,2,1,500,0,2079
7212,Male,Dhanusha,4218,,8,10,Open,Open,3,1,1500,0,2079
3270,Male,Dhanusha,2872,,6,,Open,Open,3,1,500,0,2079
5465,Male,Dhanusha,2402,,6,,Open,Open,4,0,500,0,2079
4660,Male,Dhanusha,5399,,2,,Open,Open,4,1,500,0,2079
1495,Male,Dhanusha,712,,1,2,Open,Open,4,1,1000,1,2079
5117,Male,Dhanusha,1560,,5,6,Open,Open,4,1,1500,1,2079
2488,Male,Dhanusha,1780,,6,,Open,Open,4,1,500,0,2079
5698,Female,Dolakha,3414,,30,,Open,Female Quota,1,1,500,1,2079
8248,Female,Dolakha,6053,,2,29,Open,Female Quota,2,1,1000,0,2079
420,Male,Dolakha,16,,1,,Open,Open,1,1,500,1,2079
736,Male,Dolakha,66,,11,7,Open,Open,1,1,1500,1,2079
248,Male,Dolakha,365,,12,,Open,Open,1,1,500,0,2079
6470,Male,Dolakha,704,,2,,Open,Open,1,1,500,0,2079
2027,Male,Dolakha,1438,,10,,Open,Open,1,1,500,0,2079
143,Male,Dolakha,435,,2,,Open,Open,1,1,500,1,2079
1572,Male,Dolakha,205,,27,28,Open,Open,1,1,1000,1,2079
4044,Male,Dolakha,404,,7,5,Open,Open,1,1,1000,1,2079
117,Male,Dolakha,167,,11,1,Open,Open,1,1,2000,1,2079
2253,Male,Dolakha,1268,1,4,,Open,Open,1,1,1000,0,2079
4338,Male,Dolakha,443,,8,5,Open,Open,1,1,1000,1,2079
1912,Male,Dolakha,129,,11,12,Open,Open,1,1,1500,1,2079
1753,Male,Dolakha,2150,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2079
1753,Male,Dolakha,2150,,7,8,Open,Open,1,1,3000,1,2079
4103,Male,Dolakha,2058,,29,30,Open,Open,1,1,1000,0,2079
8205,Male,Dolakha,2212,,6,,Open,Open,1,1,500,1,2079
4338,Male,Dolakha,443,,2,8,Open,Open,2,1,1000,1,2079
960,Male,Dolakha,1402,,2,,Open,Open,2,1,500,0,2079
1753,Male,Dolakha,2150,,5,,Open,Open,2,1,500,1,2079
5381,Female,Dolpa,4278,,1,,Reserverd Quota,Female,1,1,500,1,2079
5803,Female,Dolpa,5338,,3,4,Open,Female Quota,1,1,2000,1,2079
5803,Female,Dolpa,5338,,3,1,Reserverd Quota,,1,0,2000,1,2079
236,Male,Doti,210,,1,,Open,Open,1,1,500,0,2079
2520,Male,Doti,2646,,1,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2079
2520,Male,Doti,2646,,2,,Open,Open,1,1,500,0,2079
1762,Male,Doti,99,,1,,Open,Open,1,1,500,1,2079
6012,Male,Doti,2188,,6,,Open,Open,2,1,500,0,2079
8984,Male,Doti,1480,,6,,Open,Open,2,1,500,1,2079
2520,Male,Doti,2646,,12,2,Open,Open,2,1,1000,0,2079
6012,Male,Doti,2188,,6,,Open,Open,3,1,500,0,2079
3419,Female,Gorkha,2240,,2,1,Open,Female Quota,1,1,1000,0,2079
7597,Female,Gorkha,3530,,8,6,Open,Female Quota,1,1,2500,0,2079
339,Female,Gorkha,1204,,29,5,Open,Female Quota,1,1,1500,1,2079
2931,Female,Gorkha,4953,,9,10,Open,Female Quota,1,1,1000,0,2079
3206,Female,Gorkha,825,1,12,1,Open,Female Quota,1,1,3500,0,2079
4625,Female,Gorkha,3977,,29,30,Open,Female Quota,1,1,1000,1,2079
3756,Female,Gorkha,4177,,29,,Open,Female Quota,1,1,500,0,2079
339,Female,Gorkha,1204,,5,,Open,Female Quota,2,1,500,1,2079
7437,Male,Gorkha,6706,,2,,Open,Open,1,1,500,0,2079
6079,Male,Gorkha,3761,,1,11,Reserverd Quota,,1,0,1500,0,2079
3903,Male,Gorkha,2785,,11,1,Reserverd Quota,,1,0,1000,0,2079
2882,Male,Gorkha,265,,1,2,Open,Open,1,1,1000,1,2079
1875,Male,Gorkha,1141,,27,28,Open,Open,1,1,1000,1,2079
869,Male,Gorkha,1095,,10,,Open,Open,1,1,500,1,2079
1390,Male,Gorkha,2092,,27,28,Open,Open,1,1,1000,1,2079
2213,Male,Gorkha,1271,,2,,Open,Open,1,1,500,0,2079
4828,Male,Gorkha,544,,2,,Open,Open,1,1,500,0,2079
8425,Male,Gorkha,1259,,1,,Reserverd Quota,,1,0,500,0,2079
2594,Male,Gorkha,452,,11,12,Open,Open,1,1,3000,1,2079
1971,Male,Gorkha,710,,5,6,Open,Open,1,1,1000,1,2079
2136,Male,Gorkha,1877,,12,8,Open,Open,1,1,1000,0,2079
93,Male,Gorkha,563,,2,,Open,Open,1,1,500,0,2079
5559,Male,Gorkha,3122,,12,,Open,Open,1,1,500,0,2079
51,Male,Gorkha,998,,27,10,Open,Open,1,1,1000,1,2079
8425,Male,Gorkha,1259,,29,,Open,Open,1,1,500,0,2079
5397,Male,Gorkha,4932,,8,,Open,Open,1,1,500,0,2079
3828,Male,Gorkha,1354,,12,8,Open,Open,1,1,1000,0,2079
5310,Male,Gorkha,711,,9,10,Open,Open,1,1,1000,1,2079
869,Male,Gorkha,1095,,2,,Open,Open,2,1,500,1,2079
3903,Male,Gorkha,2785,,2,10,Open,Open,2,1,1000,0,2079
51,Male,Gorkha,998,,9,,Open,Open,2,1,500,1,2079
4828,Male,Gorkha,544,,2,,Open,Open,2,1,500,0,2079
1390,Male,Gorkha,2092,,28,,Open,Open,2,1,500,1,2079
4909,Male,Gorkha,2497,,28,,Open,Open,2,1,500,0,2079
1315,Male,Gorkha,1463,,8,10,Open,Open,2,1,1500,1,2079
2594,Male,Gorkha,452,,7,,Open,Open,3,1,500,1,2079
869,Male,Gorkha,1095,,9,,Open,Open,4,1,500,1,2079
51,Male,Gorkha,998,,9,,Open,Open,4,1,500,1,2079
988,Female,Gulmi,720,,1,2,Open,Female Quota,1,1,3000,1,2079
4677,Female,Gulmi,1384,1,3,4,Open,Female Quota,1,1,1500,1,2079
2509,Female,Gulmi,582,,2,8,Open,Female Quota,1,1,1000,1,2079
1577,Female,Gulmi,2079,1,4,,Open,Female Quota,1,1,1000,0,2079
4677,Female,Gulmi,1384,1,3,4,Open,Female Quota,2,1,1000,1,2079
4677,Female,Gulmi,1384,1,2,,Open,Female Quota,4,0,500,1,2079
3582,Female,Gulmi,1827,,1,2,Open,Female Quota,4,1,1000,0,2079
6258,Female,Gulmi,2281,,1,,Open,Female Quota,4,1,500,0,2079
1939,Male,Gulmi,72,,1,,Open,Open,1,1,500,1,2079
5548,Male,Gulmi,1010,,6,,Open,Open,1,1,500,1,2079
2014,Male,Gulmi,63,,1,,Open,Open,1,1,500,1,2079
8110,Male,Gulmi,2902,,11,1,Reserverd Quota,,1,0,1000,0,2079
915,Male,Gulmi,418,,5,8,Open,Open,1,1,1000,1,2079
4534,Male,Gulmi,274,,11,12,Open,Open,1,1,1000,0,2079
903,Male,Gulmi,122,,1,,Open,Open,1,1,500,1,2079
299,Male,Gulmi,448,,2,,Open,Open,1,1,500,1,2079
2286,Male,Gulmi,10,,11,,Open,Open,1,1,500,1,2079
600,Male,Gulmi,29,,11,,Open,Open,1,1,500,1,2079
3028,Male,Gulmi,168,,11,12,Open,Open,1,1,2000,1,2079
836,Male,Gulmi,1411,,12,2,Open,Open,1,1,1000,0,2079
445,Male,Gulmi,807,1,3,4,Open,Open,1,1,1500,1,2079
7243,Male,Gulmi,1320,,1,11,Reserverd Quota,,1,0,1000,0,2079
8761,Male,Gulmi,963,,12,,Open,Open,1,1,500,0,2079
393,Male,Gulmi,904,,28,,Open,Open,1,1,500,1,2079
9079,Male,Gulmi,1639,,10,,Open,Open,1,1,500,0,2079
5548,Male,Gulmi,1010,,5,,Open,Open,2,1,500,1,2079
445,Male,Gulmi,807,1,7,8,Open,Open,2,1,1000,1,2079
5548,Male,Gulmi,1010,,5,,Open,Open,4,1,500,1,2079
8067,Male,Gulmi,5060,,9,,Open,Open,4,1,500,0,2079
7406,Male,Humla,1858,,29,28,Open,Open,1,1,2000,0,2079
3914,Female,Ilam,4388,,1,2,Open,Female Quota,1,1,1000,0,2079
7274,Female,Ilam,4113,1,3,4,Open,Female Quota,1,1,2000,0,2079
5493,Female,Ilam,4373,,12,,Open,Female Quota,1,1,500,0,2079
3913,Female,Ilam,3343,,6,,Open,Female Quota,1,1,500,0,2079
3914,Female,Ilam,4388,,2,,Government Sponsored,Government Sponsored Quota,1,0,500,0,2079
3914,Female,Ilam,4388,,2,,Open,Female Quota,4,1,500,0,2079
570,Male,Ilam,462,,27,28,Open,Open,1,1,1000,1,2079
400,Male,Ilam,584,,12,9,Open,Open,1,1,1500,1,2079
5187,Male,Ilam,273,,1,2,Open,Open,1,1,1000,1,2079
6895,Male,Ilam,2501,,1,11,Open,Open,1,1,1500,0,2079
57,Male,Ilam,128,,1,2,Open,Open,1,1,1000,1,2079
185,Male,Ilam,625,,9,10,Open,Open,1,1,1000,1,2079
6206,Male,Ilam,4238,,1,,Reserverd Quota,,1,0,500,0,2079
7590,Male,Ilam,2091,,1,,Reserverd Quota,,1,0,500,0,2079
6895,Male,Ilam,2501,,1,11,Reserverd Quota,,1,0,1000,0,2079
1211,Male,Ilam,2975,,2,10,Open,Open,1,1,1500,0,2079
8268,Male,Ilam,5130,,30,,Open,Open,1,1,500,0,2079
3031,Male,Ilam,941,,2,,Open,Open,1,1,500,0,2079
735,Male,Ilam,1772,,2,,Open,Open,2,1,500,0,2079
400,Male,Ilam,584,,9,,Open,Open,4,1,500,1,2079
5068,Male,Jajarkot,1719,,6,5,Open,Open,2,1,1000,1,2079
5068,Male,Jajarkot,1719,,6,,Open,Open,3,1,500,1,2079
2361,Female,Jhapa,1189,,7,8,Open,Female Quota,1,1,1000,0,2079
2457,Female,Jhapa,3359,,28,12,Open,Female Quota,1,1,1000,0,2079
7083,Female,Jhapa,3904,1,4,,Open,Female Quota,1,1,1000,0,2079
1276,Female,Jhapa,747,,8,2,Open,Female Quota,1,1,1000,1,2079
3454,Female,Jhapa,618,,2,5,Open,Female Quota,1,1,2000,0,2079
5983,Female,Jhapa,1637,,27,9,Open,Female Quota,1,1,1500,0,2079
8527,Female,Jhapa,3173,1,27,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2079
8536,Female,Jhapa,4561,,8,29,Open,Female Quota,1,1,2000,1,2079
5035,Female,Jhapa,2471,1,3,4,Open,Female Quota,1,1,1500,0,2079
6669,Female,Jhapa,3965,1,3,4,Open,Female Quota,1,1,1000,0,2079
1752,Female,Jhapa,1235,,11,12,Open,Female Quota,1,1,1000,0,2079
5503,Female,Jhapa,3708,,2,28,Open,Female Quota,1,1,1000,0,2079
5503,Female,Jhapa,3708,,1,,Reserverd Quota,,1,0,500,0,2079
8527,Female,Jhapa,3173,1,27,28,Open,Female Quota,1,1,2500,0,2079
1276,Female,Jhapa,747,,7,,Open,Female Quota,2,1,500,1,2079
2361,Female,Jhapa,1189,,8,,Open,Female Quota,2,1,500,0,2079
3454,Female,Jhapa,618,,2,,Open,Female Quota,3,1,500,0,2079
2457,Female,Jhapa,3359,,28,2,Open,Female Quota,3,1,1000,0,2079
1276,Female,Jhapa,747,,7,,Open,Female Quota,3,1,500,1,2079
3606,Male,Jhapa,271,,1,2,Open,Open,1,1,1000,1,2079
2773,Male,Jhapa,173,,11,12,Open,Open,1,1,1000,1,2079
3032,Male,Jhapa,1256,,10,6,Open,Open,1,1,1000,0,2079
653,Male,Jhapa,903,,6,,Open,Open,1,1,500,1,2079
2007,Male,Jhapa,184,,1,2,Open,Open,1,1,1000,1,2079
1494,Male,Jhapa,253,,1,2,Open,Open,1,1,1000,1,2079
85,Male,Jhapa,2545,,28,,Open,Open,1,1,500,1,2079
1630,Male,Jhapa,67,,11,12,Open,Open,1,1,1000,0,2079
4050,Male,Jhapa,102,,1,2,Open,Open,1,1,1000,1,2079
5077,Male,Jhapa,1192,1,4,12,Open,Open,1,1,2500,1,2079
436,Male,Jhapa,348,,8,7,Open,Open,1,1,1500,1,2079
2173,Male,Jhapa,242,,11,12,Open,Open,1,1,4000,1,2079
4158,Male,Jhapa,362,,1,2,Open,Open,1,1,1000,1,2079
2555,Male,Jhapa,626,,1,2,Open,Open,1,1,1000,0,2079
861,Male,Jhapa,7,,11,,Open,Open,1,1,500,1,2079
88,Male,Jhapa,587,,12,11,Open,Open,1,1,1500,0,2079
1227,Male,Jhapa,73,,1,2,Open,Open,1,1,1000,1,2079
3091,Male,Jhapa,123,,1,2,Open,Open,1,1,1000,1,2079
1858,Male,Jhapa,314,,2,,Open,Open,1,1,500,1,2079
419,Male,Jhapa,2080,,6,28,Open,Open,1,1,1000,1,2079
3079,Male,Jhapa,2068,,1,2,Open,Open,1,1,1000,0,2079
4868,Male,Jhapa,4712,,28,,Open,Open,1,1,500,0,2079
2987,Male,Jhapa,3331,,12,,Open,Open,1,1,500,0,2079
5202,Male,Jhapa,319,,1,2,Open,Open,1,1,1000,1,2079
315,Male,Jhapa,134,,1,2,Open,Open,1,1,1000,1,2079
378,Male,Jhapa,809,,2,,Open,Open,1,1,500,0,2079
1914,Male,Jhapa,114,,1,2,Open,Open,1,1,1000,1,2079
427,Male,Jhapa,5587,,12,11,Open,Open,1,1,1000,0,2079
4101,Male,Jhapa,1502,,27,28,Open,Open,1,1,1000,1,2079
179,Male,Jhapa,28,,11,,Open,Open,1,1,500,1,2079
499,Male,Jhapa,671,,9,10,Open,Open,1,1,1000,1,2079
2025,Male,Jhapa,719,,5,6,Open,Open,1,1,1500,0,2079
4998,Male,Jhapa,125,,1,5,Open,Open,1,1,1000,1,2079
1566,Male,Jhapa,1951,,1,9,Reserverd Quota,,1,0,1000,0,2079
2697,Male,Jhapa,633,,8,,Open,Open,1,1,500,0,2079
15,Male,Jhapa,886,,2,,Open,Open,1,1,500,0,2079
4038,Male,Jhapa,1595,,1,11,Reserverd Quota,Adivashi/Janajati,1,1,3000,1,2079
5010,Male,Jhapa,302,,11,12,Open,Open,1,1,1000,0,2079
8776,Male,Jhapa,2698,,28,,Open,Open,1,1,500,0,2079
5173,Male,Jhapa,275,,12,8,Open,Open,1,1,1000,1,2079
7223,Male,Jhapa,616,,6,,Open,Open,1,1,500,0,2079
1036,Male,Jhapa,888,,5,6,Open,Open,1,1,1000,1,2079
4897,Male,Jhapa,1631,,6,,Open,Open,1,1,500,1,2079
4921,Male,Jhapa,1730,,6,,Open,Open,1,1,500,1,2079
58,Male,Jhapa,3552,,11,,Reserverd Quota,,1,0,500,0,2079
438,Male,Jhapa,45,,11,12,Open,Open,1,1,1000,1,2079
2583,Male,Jhapa,3226,,1,,Reserverd Quota,,1,0,500,0,2079
7424,Male,Jhapa,900,,12,,Open,Open,1,1,500,0,2079
4871,Male,Jhapa,679,,2,,Open,Open,1,1,500,0,2079
1805,Male,Jhapa,1444,,12,,Open,Open,1,1,500,0,2079
5681,Male,Jhapa,1892,,28,,Open,Open,1,1,500,0,2079
3837,Male,Jhapa,2219,,8,,Open,Open,1,1,500,0,2079
15,Male,Jhapa,886,,2,,Open,Open,2,1,500,0,2079
8776,Male,Jhapa,2698,,28,,Open,Open,2,1,500,0,2079
5730,Male,Jhapa,2169,,6,28,Open,Open,2,1,1000,0,2079
85,Male,Jhapa,2545,,28,,Open,Open,2,1,500,1,2079
499,Male,Jhapa,671,,2,,Open,Open,2,1,500,1,2079
5143,Male,Jhapa,1683,,10,,Open,Open,2,1,500,0,2079
3837,Male,Jhapa,2219,,6,,Open,Open,2,1,500,0,2079
7223,Male,Jhapa,616,,5,8,Open,Open,2,1,1000,0,2079
4897,Male,Jhapa,1631,,2,,Open,Open,3,1,500,1,2079
5730,Male,Jhapa,2169,,6,,Open,Open,3,1,500,0,2079
85,Male,Jhapa,2545,,28,,Open,Open,3,1,500,1,2079
85,Male,Jhapa,2545,,28,,Open,Open,4,1,500,1,2079
4897,Male,Jhapa,1631,,2,,Open,Open,4,1,500,1,2079
4035,Male,Jhapa,1520,,1,,Open,Open,4,1,500,0,2079
411,Male,Jumla,306,,1,,Reserverd Quota,Durgam Chettra,1,1,500,1,2079
1406,Male,Jumla,1375,,1,,Reserverd Quota,,1,0,500,0,2079
9364,Male,Jumla,5017,,1,,Reserverd Quota,,1,0,500,0,2079
6783,Male,Jumla,1567,,1,,Reserverd Quota,,1,0,500,0,2079
3694,Male,Jumla,1254,,1,,Reserverd Quota,,1,0,500,0,2079
4222,Male,Jumla,140,,1,,Open,Open,1,1,500,1,2079
3553,Male,Jumla,2571,,1,,Reserverd Quota,,1,0,500,0,2079
3694,Male,Jumla,1254,,12,2,Open,Open,1,1,1000,0,2079
8548,Male,Jumla,5030,,2,,Open,Open,4,1,500,0,2079
578,Female,Kailali,1046,,9,10,Open,Female Quota,1,1,1000,1,2079
244,Female,Kailali,1895,,1,11,Reserverd Quota,,1,0,1500,0,2079
465,Female,Kailali,1298,1,3,4,Open,Female Quota,1,1,2000,1,2079
1099,Female,Kailali,5887,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2079
1099,Female,Kailali,5887,,12,6,Open,Female Quota,1,1,1500,0,2079
4181,Female,Kailali,1133,1,3,4,Open,Female Quota,1,1,2000,1,2079
7613,Female,Kailali,2894,,11,1,Open,Female Quota,1,1,1000,0,2079
3611,Female,Kailali,2504,,2,,Open,Female Quota,1,1,500,0,2079
1469,Female,Kailali,1344,,9,10,Open,Female Quota,1,1,1000,0,2079
465,Female,Kailali,1298,1,1,2,Open,Female Quota,2,1,1500,1,2079
465,Female,Kailali,1298,1,1,2,Open,Female Quota,3,1,1500,1,2079
3413,Male,Kailali,1763,1,4,,Open,Open,1,1,1000,0,2079
7316,Male,Kailali,295,,1,2,Open,Open,1,1,1000,1,2079
2081,Male,Kailali,224,,9,10,Open,Open,1,1,1000,1,2079
291,Male,Kailali,4056,,1,11,Reserverd Quota,,1,0,1000,0,2079
1736,Male,Kailali,145,,11,12,Open,Open,1,1,1500,1,2079
1467,Male,Kailali,5364,,1,5,Reserverd Quota,,1,0,1000,0,2079
5158,Male,Kailali,1151,,5,6,Open,Open,1,1,1000,1,2079
6533,Male,Kailali,454,,1,,Reserverd Quota,,1,0,500,1,2079
6533,Male,Kailali,454,,2,,Open,Open,1,1,500,1,2079
106,Male,Kailali,681,,1,5,Reserverd Quota,Others,1,1,1000,1,2079
2368,Male,Kailali,952,,10,,Open,Open,1,1,500,1,2079
4129,Male,Kailali,556,,1,,Reserverd Quota,Others,1,1,500,1,2079
199,Male,Kailali,202,,1,2,Open,Open,1,1,1000,1,2079
3064,Male,Kailali,108,,11,12,Open,Open,1,1,1000,1,2079
3448,Male,Kailali,3339,,1,,Reserverd Quota,,1,0,500,0,2079
54,Male,Kailali,47,,1,,Open,Open,1,1,500,1,2079
3666,Male,Kailali,101,,11,7,Open,Open,1,1,1000,1,2079
228,Male,Kailali,65,,1,,Open,Open,1,1,500,1,2079
2045,Male,Kailali,635,,11,12,Open,Open,1,1,1000,0,2079
2709,Male,Kailali,802,1,3,,Open,Open,1,1,1000,0,2079
1781,Male,Kailali,1439,,12,27,Open,Open,1,1,1000,0,2079
6760,Male,Kailali,796,1,27,3,Open,Open,1,1,1500,1,2079
7136,Male,Kailali,4429,,30,,Open,Open,1,1,500,1,2079
2810,Male,Kailali,1119,,6,,Open,Open,2,1,500,0,2079
2045,Male,Kailali,635,,11,12,Open,Open,2,1,1000,0,2079
4958,Male,Kailali,2589,,6,,Open,Open,2,1,500,0,2079
4966,Male,Kailali,3463,,6,,Open,Open,2,1,500,0,2079
4005,Male,Kailali,2502,,6,,Open,Open,2,1,500,0,2079
3413,Male,Kailali,1763,1,4,,Open,Open,2,1,500,0,2079
2709,Male,Kailali,802,1,5,9,Open,Open,4,1,1000,0,2079
2654,Male,Kailali,2484,,9,10,Open,Open,4,1,1000,1,2079
199,Male,Kailali,202,,1,2,Open,Open,4,1,1000,1,2079
4992,Male,Kalikot,2275,,1,11,Reserverd Quota,Durgam Chettra,1,1,1000,1,2079
8901,Male,Kalikot,169,,7,8,Open,Open,1,1,1500,1,2079
6975,Male,Kalikot,2391,1,1,3,Open,Open,1,1,2000,0,2079
6975,Male,Kalikot,2391,1,1,,Reserverd Quota,,1,0,500,0,2079
2055,Male,Kalikot,638,,2,,Open,Open,1,1,500,0,2079
2055,Male,Kalikot,638,,2,,Open,Open,2,1,500,0,2079
7493,Female,Kanchanpur,1265,,6,,Open,Female Quota,1,1,500,1,2079
1597,Female,Kanchanpur,284,,11,12,Open,Female Quota,1,1,1000,0,2079
3310,Female,Kanchanpur,252,,11,12,Open,Female Quota,1,1,2000,1,2079
2317,Male,Kanchanpur,301,,8,7,Open,Open,1,1,1000,1,2079
5212,Male,Kanchanpur,1364,,8,6,Open,Open,1,1,1000,0,2079
574,Male,Kanchanpur,496,,1,2,Open,Open,1,1,3000,0,2079
2060,Male,Kanchanpur,307,,9,10,Open,Open,1,1,1000,1,2079
2339,Male,Kanchanpur,109,,11,12,Open,Open,1,1,1000,1,2079
3258,Male,Kanchanpur,308,,12,2,Open,Open,1,1,1500,1,2079
904,Male,Kanchanpur,505,,8,,Open,Open,1,1,500,0,2079
565,Male,Kanchanpur,188,,9,,Open,Open,1,1,500,1,2079
2077,Male,Kanchanpur,540,,2,,Open,Open,1,1,500,0,2079
2751,Male,Kanchanpur,606,,8,7,Open,Open,1,1,3000,0,2079
2197,Male,Kanchanpur,93,,11,12,Open,Open,1,1,1000,1,2079
7743,Male,Kanchanpur,3361,,12,,Open,Open,1,1,500,0,2079
2479,Male,Kanchanpur,3072,,28,,Open,Open,1,1,500,0,2079
2515,Male,Kanchanpur,48,,1,,Open,Open,1,1,500,1,2079
5872,Male,Kanchanpur,1660,,28,,Open,Open,1,1,500,0,2079
4228,Male,Kanchanpur,1166,,8,,Open,Open,1,1,500,0,2079
1841,Male,Kanchanpur,1669,,10,,Open,Open,1,1,500,0,2079
1839,Male,Kanchanpur,5114,,30,,Open,Open,1,1,500,1,2079
3522,Male,Kanchanpur,203,,12,8,Open,Open,1,1,1500,1,2079
3118,Male,Kanchanpur,352,,8,,Open,Open,1,1,500,1,2079
2809,Male,Kanchanpur,437,,2,,Open,Open,1,1,500,1,2079
